label	text_a
0	宝宝你....该休息[emo283]鬼灭我也好奇好不好看(?
1	噗主36
0	感觉这种手游的广告都差不多烂想到以前的774
1	家福便利购已经直指全联了希望两家都成为主流就方便多了
0	我没什么信仰好像没在信仰上花钱过
1	@penguin_lai:[机器狼嘿嘿]（摆pose）
1	推推推
1	MSI1063昨天更新到这版.暂时没问题...
0	《》
1	RAM控可以参考这个
1	像是刺激1995,我大概看了6次,真的是很好看的电影
1	如果必须穿的话会带毕竟穿自己的比较舒适也比较卫生
0	辐射真的是很恐怖...导致畸型的人类婴孩
0	这样子会不会对狗的毛毛有敏感呢。
0	选举时没有真相说什么都可以
1	没喝过看起来很漂亮但不知道可食用
1	加油希望这次真的会成功阿不要一直跳票一直被打脸阿
0	那为什么台星会出，也是可以赚一笔运费跟设定费阿
1	直接加颗茶叶蛋，超好吃
1	当然会阿基本上就是穿拖鞋上班了这样比较舒服
0	很多啊周星驰的电影至少看10次以上
0	这样应该要看单位与部门和工作环境吧羡慕你不用脚臭
0	会啊，其实挺方便的，但是如果走路拖地就很讨厌了
1	多开多熟练，马路上是最好的练习场所(笑~
0	从以前就不太能接受食物饮料出现蓝色或紫色现在更不能了
0	只有几部电影会多刷，一般来说很难达成还是看片啦
1	去戏院看就不会了,DVD就试过同一电影多看几次
1	当然是一次吞啦,除非量太多,一般10粒以下都是一次吞
1	我觉得很好啊做那么多事然到连一点鼓励都不可以吗
0	其实真的就多开就会熟悉了
0	比特犬简直是杀人武器，难怪许多国家立法禁养
0	再怎么黑韩你们还是要低头台湾总统韩当定了
0	何苦逼一个合法厂商呢？吃像有必要这么难看吗？？
0	上班不能穿拖鞋QQ只有下雨会带拖鞋
0	直接起来打死还敢飞下来阿蚊子
0	直接起来打死还敢飞下来阿蚊子
1	常开常练~~就会拖离三宝~~~
1	我觉得来台北练，然后常开就很ok了
1	当然会呀！不然皮鞋脱掉要穿什么？
0	一颗一颗吞，从小到大不太会吞药有时一颗还会失败
1	有买就会喝，而且泡起来很漂亮
0	若无法管好就不应该随便养.
1	超有效率，大推荐！
1	超有效率，大推荐！
1	超有效率，大推荐！
1	超有效率，大推荐！
0	我是不会，哭又没什么用，揍下去比较快(观念偏差
0	出错难免的没有绝对的总比猛人做错事还在硬ㄠ的魏OO好多了
0	恩，可以......建议楼主换台玛莎拉蒂至少没人敢乱叭你
0	看量多少吧太多还是会分次吞啊
1	速度很快回购必找
1	速度很快回购必找
1	速度很快回购必找
1	速度很快回购必找
0	肮脏污秽，蛇鼠一窝
0	谁在我隔壁乱叫/
1	晚安安
1	这家海南鸡饭真的推荐！
1	安安
1	我在民富门市和城北门市换过，去换的时候都还有好
0	我被我妈骂了QAQ
1	晚安
0	啊啊啊啊啊
1	B5太棒了，谢谢你????
0	XDDDDD臭嘴互杠，那个文青风的先怂了
0	他要说自己被网路80了吗？
1	哈哈与其删留言还不如好好想想上法院怎么说吧
0	同事会先问我在干嘛？0.0
1	晚安
0	我呜呜呜呜
0	外遇离婚的两性专家
0	我馆黑啦，看到就嘘
0	比起毫无悬念的总冠军，这几年交易热闹多了。
0	上次已买1408...
1	和平分手的话是还好我遇到的是前任劈腿
0	呜呜呜呜呜呜呜呜
1	安安安安安安安
1	B12每换一个构图一个场景就剪一次？真勤劳欸
0	我已经取消追踪了
0	啊...啊...
1	颜色好美！！
0	程序出问题了
0	我的臭肥宅越来越肥
0	打鼻梁==怕
0	我不指望同性恋会回报选票
1	太棒了，把一些坏蛋清出去
1	b2台湾一定会出
0	罚钱没用，先抓到关三年
0	可以告他诈欺了！
0	跟我一样但我对服务业这行业的热情快被扑灭了想换办公室好了
0	所以我最喜欢看鹿鼎记goodending就不用烦
1	有行事历了喔可以去查
1	有信用卡但凑免运凑的很辛苦????
0	莫名想到苍蝇王。
0	退出台湾很久ㄌ…应该一两年了…
1	我买轻量型的车底版
1	还是偶尔会长呀
0	一堆吧????是很早发育的巨乳小只马吗????
0	没人说realmex台湾会引进啊
1	来来来来爱来
1	5/22正式上线活动商品为到期前七个小时打七折
0	自己没种面对永远怪别人不怪自己的软弱
1	有啊开放以下⬇️⬇️⬇️⬇️⬇️
1	怎么可能没有哈哈146很棒欸
1	我可以
1	黄贤德推
1	我室友都会摸我肉棒
0	找人解决（误
0	B3要吃宵夜吗????
1	哈哈哈哈哈哈哈那你可以开始探索自己了
1	喜欢就继续啊
1	头香我们近吗？让我帮妳
0	面试已经很累了还要被这样烦⋯原po拍拍
0	B2发现案情并不单纯
1	那你的钱也我帮你花吧，不用客气，我好心帮你花
0	很多ubereats就有了外送到家????????????
0	可怜
0	OK了Win跟Linux都可以读取了
0	公投不容剥夺矮化
1	B2谢谢文山城武爱妳三千次
1	我看我瘦子、有在健身的同学也有
1	B7c排也是呀，连兵线都不推的那种：）
1	去健身，穿白t+牛仔裤比穿那些潮牌好看多了
1	B1太快了吧但真的很棒吧(*´∇｀*)
1	好
1	Wow>///<
1	我可以当狗舔鲍妳
0	应该没人不愿意????
1	熊麻吉
1	我愿意
0	B3要考不过才难吧？
0	真的很想看这部片子这背后式看了好受不了
0	台达电也是大家都听过的公司阿
0	允妳妈个许他要吃屎妳也管不着
0	b3在这礼拜二跟礼拜三的启我大楼，已经结束了哦????
0	B3真的很烦...尤其是自己真的有很多事都弄不完了
1	手机支付赞啦
0	B7人家就新手也不友善一点...
0	想问原po读哪～
1	B10哈哈哈哈要卸货了啦????????
1	B1大一而已喔
0	我大逢甲死累许修豪找他稳的
1	B23陪你摸摸
0	后面再有人来乱贴我就直接删了喔～[emo42]
0	我都不读不回啊，久而久之对方就知难而退了
0	同城约炮神器1a10a点com下载
1	B3可以跟更贵的叠擦例如YSL
1	如果只买油也是会有效果吗？
1	全力支持韩国瑜
0	B7你改的很好奈何那块肉卖相...(●°u°●)​
1	酷喔~(p-cool)
0	打一点在牛奶里面再冰进去，隔天发现少了一点，我就安心了
0	B23想看湿湿的鲍鱼????????
0	我看过有人旷课快150节的...
0	B3????????????
1	B8好想听你分享！！哈哈哈
1	B2哈哈w聊了嘛????
0	啊...啊...
0	〒_〒(喷哭
0	B17什么湾?歪泼地烹湖呜湾案案
0	怎么穿都是肥宅w
1	B20想看更多妳的胸部????
