label	text_a
0	可能要看場合還有狀況...依照不同情境配合不同顏色...
0	現在連作業員都要靠關係了嗎...
1	會啊.而且萬一不幸發生車禍.責任分配也比較有保障
0	先觀察狀況如果晃動太過嚴重還是會往出口衝的
1	原則上是這樣的'畢竟要給小孩一個好的示範以身作則
0	中美真打起貿易戰的話，台灣也閃不掉.....
0	等16gb破1300元入手歷史新低1600左右
1	一般穿黑白好配但也會偶爾配鮮豔一點的
0	能不接觸就不接觸小心不要被害真要害我，我也挖洞給他
0	早上你也沒辦法...晚上的話就報警吧...不要自己去處理
1	時代力量嘛.在黃老師的領導之下.哈哈...影帝ㄝ...
1	只要你們小倆口同意也有共識...那就好...祝福你們
1	ETF確實是個不錯的投資工具多學一招
0	如果敵人不是在海上，而是在岸邊呢?
1	到貨了~下次再請妳幫忙囉，tks
1	到貨了~下次再請妳幫忙囉，tks
1	推推~~很有效率的代買，今天匯款隔天就
1	推推~~很有效率的代買，今天匯款隔天就
0	差點被做掉的你，一輩子恐怕隨時都是生死一瞬間
0	*找
0	助貓著主人。
0	補血，幫高調，某些人的重點是神棍，但原po的重點是幫
1	幫補血，怎麼忘記先掃晶片啦XD
0	也別太相信一方之詞，感覺有些內容沒說清楚，雙方都有問題
0	跟藍尾們一樣噁心
1	好了啦再不自刪我要檢舉囉
1	小米9水下測試
0	應該不超過兩年吧
1	命運好好玩粉絲團
1	手遊課金看直播都會贊助一下
0	偶遇過的~改過名字的~不見得都過得好!!
0	應該乾脆就買瓶水了吧
0	星巴克，或者自己煮超商的咖啡看要....
0	有阿這樣比較乾淨不然牙籤不好弄
0	如果實用性高，還是會選擇購買，能夠解決問題
0	沒有吧!非常不解.飲料就飲料
1	會阿因為畢竟太常用手機了所以花在這上面我覺的很可以
1	有需要又有實用的會一分錢一分貨
1	幾乎不會晚上起來尿尿耶常常都是早上很急著要去尿
1	有下有回感謝..
1	個人比喜歡看小說，只花過錢在看小說的APP上
0	以前學校會要求用牙線，現在我個人部會用牙線太麻煩了
0	不會，目前為止還沒有過以後也不打算有
0	上去又下來上面不知套了多少人
1	沒事多喝水....多喝水沒事....
0	應該都要雙薪家庭才能負荷到得了
1	一雙上班兩雙放假外出基本上每一雙都會平均的穿
0	改不改不重要，重要的是心境改變了才有效
0	跟飲料點買水請問你用什麼裝阿?
0	看看道瓊再看看A股只能從股票去看誰受傷大了啦
1	這很正常吧不過很少飲料店有水呢
0	名字跟人生有什麼關係我覺得我現在的名字蠻好
0	會花錢在遊戲程式中，但之後會心痛錢被花掉
0	請問老英菜桶，台灣有個里長？
1	如果睡覺前喝太多水的話,就會起床上廁所
1	只要是有用的,當然願意付錢～
1	有時候會，有時候一覺到天亮就不會半夜上廁所
0	還沒開始吧
0	在這邊匿名勸人家生不用負責啊~~連你是誰也沒人知道呢~~~
1	XDD
0	看來連基本經濟貿易常識都沒有只會被名嘴洗腦可憐
0	說簽服貿會統一?那中韓也簽了自由貿易協定有統一?
0	噁心簡直不要臉
0	的講義都是老師自掏腰包，因為地球村的課本內容不多，如
0	這廠工應該是韓國瑜派來的什麼都不會上來先唬爛一輪
0	不推薦的原因是不管認真不認真教學薪水都一樣低薪，所有
0	純推~我都還沒去，它就關了QQ
0	不會結束了高雄人自甘墮落結局會跟苗栗花蓮一樣
0	被開罵，當下哪裡還會回嘴。你的煩惱不僅太遙遠，甚至可能
0	沒人QQ柯選的話時代會和柯合作吧
0	沒住一起，一年不過就幾天回去過節，回到家東西沒收好直接
1	我有追蹤她臉書推
1	時代力量加油
0	我覺得長牙還是會哭一下！我兒都邊哭邊摸牙齦
0	跟你講這內容沒業績啦當然沒有喪屍團
1	推
0	他本來就以替補為主
0	木村：回家啦たつき/細谷：回家吧木村/東電：回家吧細
1	艾倫嫩拉,對北野的愛只有這樣而已,還想說去日本可以看艾倫
0	再十分鐘就要爆了
1	推
0	每次看到視野不同我都@@？？
1	這類綠葉有個生涯年已經不錯了
1	光年紀就不可能練永維阿飛回來ss還是他的晨威去外野奔跑
0	為什麼要兩個版各貼一次啊=___=
0	中華民國的企業本來就叫中資
1	把剛才的謝謝還給我
1	很好啊
0	怎麼不是死刑？？？
1	加油💪
1	加油💪
1	感覺很帥?
0	我最討厭的就是麥肯錫
0	所以這邊是醫學系班群哦看來我走錯棚了抱歉...
1	B1謝謝你的建議！請問曠野之心是Dior的嗎？
0	好事阿回家看阿公不好嗎Q_Q搞不好是阿公帶他回家的
0	蔣渭水看到現在的柯怕不氣到復活
1	喔喔喔喔美腳欸????
0	所以呢？不是說了收錢就要交場地費，所以才收發票嗎？
0	繼續噓啊
1	鬼滅之刃op好好聽
0	繼續噓啊
0	有腦笑死不就看風向就有一堆無腦肥宅挺
0	上次出來就年假長不爽除夕加班
0	拜託幫修注音殺
0	今晚站穩677空軍就母湯惹0.0
0	傷了歐倪不然牛棚更ㄕㄚˉ
1	推十七～好希望看到她們三人一起領獎的畫面QQ
1	毒米出得去，中資進得來，廠工發大柴XDDD
1	高譚市是真的
0	夭壽，都幾年了還用這招
0	沒實力只好耍脾氣
1	終於有初戀！！
0	他在日本的時候最好敢這樣
1	這作品應該可以變經典不下於草莓東西之爭
1	A大這樣說起來真的很成長耶XD
1	索爾:奧格瑪民調被動參戰
0	這種條件就想搞"園區"是騙大家還是騙自己?
1	加油
0	至少應該能站穩一軍原來是生病了希望他還能回來球場比賽
0	連館黑都不信
0	你怎麼不用林肯名言來叫柯師父不要整天想報仇
1	推事必躬親
0	兩個版本都醜死了，加市長圖案也是莫名其妙
0	後來的補選賄選的二代還是有一半補進去
0	抽黑貞出阿提拉眼神死中
1	你是好人
1	高雄50嵐珍奶才45
0	以不意外
0	知情且操作那是邪惡就算不知道好了那也是無能
1	還有他們之間的互動，另外阿雅的志向是當遊俠，所
0	垃圾民進黨都分工好，誰當白臉，誰當黑臉，誰當洨狗
0	蠢蛋就是蠢蛋
0	原來五毛的起手式就是你是黨工原來如此
0	果然是毒瘤
1	買雅瑪哈
0	都上任多久還在搞代言人?
0	誰說禿吉禿了?還是那是口頭禪?像妙蛙種子喊種子?
0	被安樂死或被毒死夾死還是被煮成香肉鍋才要出來假靠北
1	連民主的西班牙都堅決禁止加泰隆尼亞獨立更何況本島XD
0	動保團體勒啞巴了啊還不快去把野狗抓回去供奉不要等到
1	開放外勞開吃吧
0	只能說你人品不好
0	內衣罩杯不合才容易看到
1	不管！有開團我也要進群組一起喇賽(欸有說要開群組？XD
0	你是不是想______
1	吃完熱炒再唱歌~就這樣開團了
1	錢等等，讓媳婦揹黑鍋
1	強迫推銷開始了小心洗腦
1	要先看看有沒有加值，有加值當然不會亂罵XDD
0	但背後都跟自己的婆婆媽媽，說媳婦都不用工作都花兒子的
1	下一任郵局董座人選出現囉
1	做白日夢，我親戚在她兒子跟外人面前一直說媳婦很好等等，
1	推
1	推
0	阿Q很好阿，不能改變的事實難道要一直崩潰給其他酸
1	他現在全隊資歷最老啊當然隊長
0	你只是想幹人家而已嘔嘔嘔嘔嘔
0	阿Q勝利法
0	但跟其他人比真的沒有好到必須入圍+1
0	問毒瘤啊…
0	地板沒防滑？
0	會擠破頭應徵嗎？
1	FW是Bettycaller沒錯
1	講的好像標到不用租金，不用花錢投資設備一樣
0	韓援JG國際賽就是來戳的FW把JG換掉+換主CALL
1	教的地方，待在歐美他們會比較開心
0	pchome不是已經全拿了？你們在吵甚麼？
0	別只切割新潮流，你們DPP都是這種嘴臉
0	夯罵嗎
0	燙壞了吧⋯⋯
1	小琉球那邊太陽已經出來了哦？
0	好像太膚淺了哈
0	因為長大了能夠控制自己的生活了嗎?
0	他對人的判斷一直蠻有問題的（例如韓...）
1	不錯的測試不過我覺得實際使用上並不會感覺的到差異很大
1	晚安
1	柯很小看習
0	才兩百萬課長不知道幾億灑給黑橘了
0	嘔
0	麻痺惹再,也沒有熟悉的感受惹
0	已知用火
0	習要是談得了，他今天也不用跟川普打貿易戰
0	五樓認為自己肛門低人一點所以一直在嘗試各種肛
1	若基本人權的範圍那麼小，那保護這也沒啥好說嘴的
0	竟然轉到我的子帳戶裡，難怪昨天沒看到
1	推~XDD
1	瘋狂做菜
0	胖丁怎麼可能沒人追，自拍照丟上來看看
1	樓上這是拉斯塔哈大混戰的主題曲
0	不過現在回頭去看，好險當時沒牽==
1	好羨慕唷都沒人愛我
0	看透可版說飼主接回去了似乎是飼主縱火的.......
0	我打爐石怎不知道這啥
0	國中差點就要牽起那女孩的手了
0	噁心爐石智障遊戲滾去專板發文
0	糞作過氣遊戲
1	男的小姐姐？
0	公三小
1	你他媽要不要看現在幾點
0	我國中牽著腳踏車卻牽不起她的手嗚嗚嗚嗚
0	B4他是男生不是破麻
0	因為擔任軍事任務不是基本人權
0	想被吉喔
0	怎麼這次日記那麼短
1	晚安
0	點進來之前看到貓圖，還以為是養一隻貓當女友
0	拜託快關，別給機會
0	臉醜還有救，心醜就完了
1	自願當肉便器跟交朋友是兩回事
1	呵呵呵
1	說早安順便叫我起床謝謝
0	做功德結果還被嫌棄增加業務量呵
1	雖然總對不上P醬的電波，可是狀態很好的對應依舊美好哪～
1	假議題這也是柯自己講的學姐幫辯護就被打的滿頭包
1	主流還是以日間部為主大學有辦夜間部護理的學校不多
0	朱榕基曾慶紅溫家寶開始藉貿易戰發難今年的北戴河
0	派沒看十九大他和胡錦濤有多緊密不過最近江澤民
0	當第一個門號不然就換號花錢
0	習近平能快速掌控最大原因是胡錦濤挺他挺到放掉團
0	LM211不是主號就過戶吧看有沒有認識的親友小孩需要
0	2樓記得收傳票~;-)
0	我家沒冷氣，今年到目前為止睡覺連電扇還沒開
1	加油女孩～你會走出來的！
0	都知道要弄相關的東西搞觀光。結果乘車的風景要被迫改
0	從哪抄來的?從哪抄來的?
0	楊梅有吃悶虧？自以為喔？算了反正政客也不會搭火車
0	這次是柯自己搗的蜂窩，要是真出這種劇情我無言
1	我可以幫你不過等我這禮拜比賽結束180/8512%
0	中國靠輸血業務就已經創造數千萬愛滋病患了
1	好想幫你畫重點ㄛ
0	聊看看怎樣的手好抽
0	一二樓整個專業
0	覺得柯心態的確如此
1	我家都只有1x而已，b38不穩，對我大多情況還是lm好
0	我反而是比較想用lm的，之前沒辦到覺得可惜，亞太在
0	他這麼會選邊就不會差一點落選
1	草泥馬對面T1丟兩隻無邊黑暗我T2全叫醒
1	中肯
1	這篇很精準，一定要推~
1	白粉:等逐字搞
0	聊抽血幾次抽到嗎
1	要經營一段良好的三角關係才是阿
0	師父明明就不擅長處理多重關係，但偏偏愛嘴別人，應該
1	推推
1	為跪舔就能化解危機?XD
0	今天若有人說要對柯文哲和柯粉不利，難道柯文哲和柯粉認
1	柯連自己的人際關係都有問題教人友中親美笑死
0	柯市長智商１５７你多少啦？智商比柯高再來說嘴好嗎
0	柯粉的腦袋真的不考慮替地球減壓?
0	瑞士中立才有機會和平~一開始就說要扁德國你看會被幹爆嗎
1	其實希特勒還偷擬了個聖誕樹行動想偷襲瑞士只是最後沒打
0	你以為勒。瑞士拿的是全民皆兵的超級刺蝟戰術才活下來的
0	川普的訴求很簡單，不就是公平對等的貿易競爭而已
1	瑞士實施「全民皆兵」的義務民兵制，並未放棄武裝力量
0	比利時兩次大戰都喊中立阿怎麼都變戰場呵呵
0	因為馬英九的監察院彈劾柯文哲把他往死裡打
0	之前就有個韓導亂舉例瑞士柯粉是要證明水準跟他們一樣?
1	蔡英文哪邊反中了?柯文哲和柯粉說了算?XD
1	痾美國本土從來沒有變成戰場過呢除了內戰啦XDD
0	這篇沒哪部五樓自肛
1	支持朱立倫。
0	他們不是故意討罵劇訪早就拍好了我是雙D會希望HBO
0	美國就是想撈回本，沒有別的意思
0	什麼打打鬧鬧都是假的，斷交才是真的
0	沒有斷交都不算，第一天認識美國膩！
1	柯粉的智商真的很棒XD
1	係中爭取最大利益!這才是最高戰略
0	當時中立的荷比盧丹麥挪威那一個沒被德國打下
1	會理你嗎
0	難道跟川說再中國不能課
0	為甚麼兩大國打起來一定是中國變戰場?說不定是美國被炸爛
1	柯粉活在seafood的泡泡中不會醒的
0	瑞士為了生存不得已和納粹簽協議但還是準備擋納粹的襲擊
0	同業要聊什麼今天血抽了嗎這樣
0	這兩個的因為所以邏輯我不太懂因為肚子餓所以要去騎馬
0	太后應該弄有8根插槽的平台阿，16*8
1	我難過的是
0	那推薦什麼牌的乳液嗎????????
0	不能太細要割皮直ㄉ
0	B4也太可惜了吧????
0	B7我應該不會太細要參考看看嗎
1	不要太細的其實都可以哈哈
1	B4我來陪你呀
1	好性感想問你性向～-禮物妹妹????
0	B4聖人模式on
0	我也覺得乳液好一些不然用凡士林出的乳液啊????????
1	推阿珠，好吃
0	我也好奇????
1	想要聽你昨晚故事
1	我這裡有一批芒果好便宜
1	很棒哦~乖乖
1	好奇+1我問很多他們都喜歡上翹
1	青筋手可以嗎
0	用凡士林還不如用乳液？比較水呀
0	乳液比較好吧....
0	幹還真的是王餅中教的三角形......
0	那個血管啊嘶
0	放棄噓放棄的箭頭還推歪忍住按y
0	https://www.plurk.com/p/lfin5l
0	https://www.plurk.com/p/md3sa0
0	https://www.plurk.com/p/l4hcqy
1	險的戶外
0	紅明顯，不要放養。要餵就收編牠，愛牠就別讓他活在高危
1	下榜謝謝謝謝謝謝
0	毛都剃了怎麼還顯得那麼短
0	.....
1	有人追也是很幸福的啊
1	乖要不跟我聊好了
1	B14乖我在等你欸
1	B14我秀秀（摟著妳
1	真是超好聽的
0	坦白講啊………
0	120炮…搬了整整一年真的重
0	ROG信仰不知道這樣的散熱能力好不好?
1	樓上，可以煎蛋了嗎？
0	不知道是不是天氣變熱12.3滑IG也超燙
0	寶寶你....該休息[emo283]鬼滅我也好奇好不好看(?
1	噗主36
0	感覺這種手遊的廣告都差不多爛想到以前的774
1	家福便利購已經直指全聯了希望兩家都成為主流就方便多了
0	我沒什麼信仰好像沒在信仰上花錢過
1	@penguin_lai:[機器狼嘿嘿]（擺pose）
1	推推推
1	MSI1063昨天更新到這版.暫時沒問題...
0	《》
1	RAM控可以參考這個
1	像是刺激1995,我大概看了6次,真的是很好看的電影
1	如果必須穿的話會帶畢竟穿自己的比較舒適也比較衛生
0	輻射真的是很恐怖...導致畸型的人類嬰孩
0	這樣子會不會對狗的毛毛有敏感呢。
0	選舉時沒有真相說什麼都可以
1	沒喝過看起來很漂亮但不知道可食用
1	加油希望這次真的會成功阿不要一直跳票一直被打臉阿
0	那為甚麼台星會出，也是可以賺一筆運費跟設定費阿
1	直接加顆茶葉蛋，超好吃
1	當然會阿基本上就是穿拖鞋上班了這樣比較舒服
0	很多啊周星馳的電影至少看10次以上
0	這樣應該要看單位與部門和工作環境吧羨慕你不用腳臭
0	會啊，其實挺方便的，但是如果走路拖地就很討厭了
1	多開多熟練，馬路上是最好的練習場所(笑~
0	從以前就不太能接受食物飲料出現藍色或紫色現在更不能了
0	只有幾部電影會多刷，一般來說很難達成還是看片啦
1	去戲院看就不會了,DVD就試過同一電影多看幾次
1	當然是一次吞啦,除非量太多,一般10粒以下都是一次吞
1	我覺得很好啊做那麼多事然到連一點鼓勵都不可以嗎
0	其實真的就多開就會熟悉了
0	比特犬簡直是殺人武器，難怪許多國家立法禁養
0	再怎麼黑韓你們還是要低頭台灣總統韓當定了
0	何苦逼一個合法廠商呢？吃像有必要這麼難看嗎？？
0	上班不能穿拖鞋QQ只有下雨會帶拖鞋
0	直接起來打死還敢飛下來阿蚊子
0	直接起來打死還敢飛下來阿蚊子
1	常開常練~~就會拖離三寶~~~
1	我覺得來台北練，然後常開就很ok了
1	當然會呀！不然皮鞋脫掉要穿什麼？
0	一顆一顆吞，從小到大不太會吞藥有時一顆還會失敗
1	有買就會喝，而且泡起來很漂亮
0	若無法管好就不應該隨便養.
1	超有效率，大推薦！
1	超有效率，大推薦！
1	超有效率，大推薦！
1	超有效率，大推薦！
0	我是不會，哭又沒什麼用，揍下去比較快(觀念偏差
0	出錯難免的沒有絕對的總比猛人做錯事還在硬ㄠ的魏OO好多了
0	恩，可以......建議樓主換台瑪莎拉蒂至少沒人敢亂叭你
0	看量多少吧太多還是會分次吞啊
1	速度很快回購必找
1	速度很快回購必找
1	速度很快回購必找
1	速度很快回購必找
0	骯髒汙穢，蛇鼠一窩
0	誰在我隔壁亂叫/
1	晚安安
1	這家海南雞飯真的推薦！
1	安安
1	我在民富門市和城北門市換過，去換的時候都還有好
0	我被我媽罵了QAQ
1	晚安
0	啊啊啊啊啊
1	B5太棒了，謝謝你????
0	XDDDDD臭嘴互槓，那個文青風的先慫了
0	他要說自己被網路80了嗎？
1	哈哈與其刪留言還不如好好想想上法院怎麼說吧
0	同事會先問我在幹嘛？0.0
1	晚安
0	我嗚嗚嗚嗚
0	外遇離婚的兩性專家
0	我館黑啦，看到就噓
0	比起毫無懸念的總冠軍，這幾年交易熱鬧多了。
0	上次已買1408...
1	和平分手的話是還好我遇到的是前任劈腿
0	嗚嗚嗚嗚嗚嗚嗚嗚
1	安安安安安安安
1	B12每換一個構圖一個場景就剪一次？真勤勞欸
0	我已經取消追蹤了
0	啊...啊...
1	顏色好美！！
0	程序出問題了
0	我的臭肥宅越來越肥
0	打鼻梁==怕
0	我不指望同性戀會回報選票
1	太棒了，把一些壞蛋清出去
1	b2台灣一定會出
0	罰錢沒用，先抓到關三年
0	可以告他詐欺了！
0	跟我一樣但我對服務業這行業的熱情快被撲滅了想換辦公室好了
0	所以我最喜歡看鹿鼎記goodending就不用煩
1	有行事曆了喔可以去查
1	有信用卡但湊免運湊的很辛苦????
0	莫名想到蒼蠅王。
0	退出台灣很久ㄌ…應該一兩年了…
1	我買輕量型的車底版
1	還是偶爾會長呀
0	一堆吧????是很早發育的巨乳小隻馬嗎????
0	沒人說realmex台灣會引進啊
1	來來來來愛來
1	5/22正式上線活動商品為到期前七個小時打七折
0	自己沒種面對永遠怪別人不怪自己的軟弱
1	有啊開放以下⬇️⬇️⬇️⬇️⬇️
1	怎麼可能沒有哈哈146很棒欸
1	我可以
1	黃賢德推
1	我室友都會摸我肉棒
0	找人解決（誤
0	B3要吃宵夜嗎????
1	哈哈哈哈哈哈哈那你可以開始探索自己了
1	喜歡就繼續啊
1	頭香我們近嗎？讓我幫妳
0	面試已經很累了還要被這樣煩⋯原po拍拍
0	B2發現案情並不單純
1	那你的錢也我幫你花吧，不用客氣，我好心幫你花
0	很多ubereats就有了外送到家????????????
0	可憐
0	OK了Win跟Linux都可以讀取了
0	公投不容剝奪矮化
1	B2謝謝文山城武愛妳三千次
1	我看我瘦子、有在健身的同學也有
1	B7c排也是呀，連兵線都不推的那種：）
1	去健身，穿白t+牛仔褲比穿那些潮牌好看多了
1	B1太快了吧但真的很棒吧(*´∇｀*)
1	好
1	Wow>///<
1	我可以當狗舔鮑妳
0	應該沒人不願意????
1	熊麻吉
1	我願意
0	B3要考不過才難吧？
0	真的很想看這部片子這背後式看了好受不了
0	台達電也是大家都聽過的公司阿
0	允妳媽個許他要吃屎妳也管不著
0	b3在這禮拜二跟禮拜三的啟我大樓，已經結束了哦????
